Time,Src_IP,Dst_IP,S_Port,D_Port,Flags,Len,Win,TTL,Seq,Ack,Payload_Size,IAT
18:44:15.184,10.0.3.10,10.0.2.68,80,47697,4,54,0,63,776380055,0,0,0.001
18:44:15.392,10.0.2.100,10.0.3.10,60905,80,2,54,64240,62,1192350736,0,0,0.208
18:44:15.393,10.0.3.10,10.0.2.100,80,60905,18,58,64240,63,2826883978,1192350737,0,0.001
18:44:15.466,10.0.2.100,10.0.3.10,60905,80,24,151,64240,62,1192350737,3991049565,97,0.073
18:44:15.466,10.0.3.10,10.0.2.100,80,60905,4,54,0,63,3991049565,0,0,0.0
18:44:15.918,10.0.2.103,10.0.3.10,35811,80,2,54,64240,62,3024802059,0,0,0.452
18:44:15.921,10.0.3.10,10.0.2.103,80,35811,18,58,64240,63,2876235326,3024802060,0,0.003
18:44:15.976,10.0.2.103,10.0.3.10,35811,80,24,161,64240,62,3024802060,2481812401,107,0.055
18:44:15.977,10.0.3.10,10.0.2.103,80,35811,4,54,0,63,2481812401,0,0,0.001
18:44:16.344,10.0.2.66,10.0.3.10,60443,80,2,54,64240,62,3620410175,0,0,0.367
18:44:16.346,10.0.3.10,10.0.2.66,80,60443,18,58,64240,63,3442552338,3620410176,0,0.002
18:44:16.483,10.0.2.66,10.0.3.10,60443,80,24,150,64240,62,3620410176,3843189739,96,0.137
18:44:16.483,10.0.3.10,10.0.2.66,80,60443,4,54,0,63,3843189739,0,0,0.0
18:44:16.933,10.0.3.10,10.0.2.103,80,35811,18,58,64240,63,2876235326,3024802060,0,0.45
18:44:18.229,10.0.2.157,10.0.3.10,59764,80,2,54,64240,62,791081098,0,0,1.296
18:44:18.231,10.0.3.10,10.0.2.157,80,59764,18,58,64240,63,1983227710,791081099,0,0.002
18:44:18.281,10.0.2.157,10.0.3.10,59764,80,24,151,64240,62,791081099,1308325201,97,0.05
18:44:18.282,10.0.3.10,10.0.2.157,80,59764,4,54,0,63,1308325201,0,0,0.001
18:44:18.704,10.0.2.146,10.0.3.10,44427,80,2,54,64240,62,3877707360,0,0,0.422
18:44:18.706,10.0.3.10,10.0.2.146,80,44427,18,58,64240,63,2712828709,3877707361,0,0.002
18:44:18.755,10.0.2.146,10.0.3.10,44427,80,24,150,64240,62,3877707361,1609235639,96,0.049
18:44:18.756,10.0.3.10,10.0.2.146,80,44427,4,54,0,63,1609235639,0,0,0.001
18:44:18.952,10.0.3.10,10.0.2.103,80,35811,18,58,64240,63,2876235326,3024802060,0,0.196
18:44:19.168,10.0.2.172,10.0.3.10,28914,80,2,54,64240,62,3442405943,0,0,0.216
18:44:19.169,10.0.3.10,10.0.2.172,80,28914,18,58,64240,63,3036212909,3442405944,0,0.001
18:44:19.225,10.0.2.172,10.0.3.10,28914,80,24,151,64240,62,3442405944,2346052363,97,0.056
18:44:19.227,10.0.3.10,10.0.2.172,80,28914,4,54,0,63,2346052363,0,0,0.002
18:44:19.724,10.0.2.157,10.0.3.10,63029,80,2,54,64240,62,409943884,0,0,0.497
18:44:19.725,10.0.3.10,10.0.2.157,80,63029,18,58,64240,63,2268546181,409943885,0,0.001
18:44:19.777,10.0.2.157,10.0.3.10,63029,80,24,150,64240,62,409943885,1070087804,96,0.052
18:44:19.780,10.0.3.10,10.0.2.157,80,63029,4,54,0,63,1070087804,0,0,0.003
18:44:19.967,10.0.2.140,10.0.3.10,32931,80,2,54,64240,62,1929065326,0,0,0.187
18:44:19.969,10.0.3.10,10.0.2.140,80,32931,18,58,64240,63,3829968497,1929065327,0,0.002
18:44:20.054,10.0.2.140,10.0.3.10,32931,80,24,150,64240,62,1929065327,343438844,96,0.085
18:44:20.055,10.0.3.10,10.0.2.140,80,32931,4,54,0,63,343438844,0,0,0.001
18:44:20.197,10.0.3.10,10.0.2.172,80,28914,18,58,64240,63,3036212909,3442405944,0,0.142
18:44:20.446,10.0.2.149,10.0.3.10,5735,80,2,54,64240,62,3734875851,0,0,0.249
18:44:20.447,10.0.3.10,10.0.2.149,80,5735,18,58,64240,63,3814406841,3734875852,0,0.001
18:44:20.499,10.0.2.149,10.0.3.10,5735,80,24,150,64240,62,3734875852,3754084781,96,0.052
18:44:20.499,10.0.3.10,10.0.2.149,80,5735,4,54,0,63,3754084781,0,0,0.0
18:44:20.650,10.0.2.14,10.0.3.10,4974,80,2,54,64240,62,1560886399,0,0,0.151
18:44:20.653,10.0.3.10,10.0.2.14,80,4974,18,58,64240,63,108254915,1560886400,0,0.003
18:44:20.700,10.0.2.14,10.0.3.10,4974,80,24,150,64240,62,1560886400,2110569132,96,0.047
18:44:20.701,10.0.3.10,10.0.2.14,80,4974,4,54,0,63,2110569132,0,0,0.001
18:44:20.962,10.0.2.39,10.0.3.10,5316,80,2,54,64240,62,1135409441,0,0,0.261
18:44:20.969,10.0.3.10,10.0.2.39,80,5316,18,58,64240,63,955120963,1135409442,0,0.007
18:44:20.997,10.0.3.10,10.0.2.140,80,32931,18,58,64240,63,3829968497,1929065327,0,0.028
18:44:21.002,10.0.2.39,10.0.3.10,5316,80,24,150,64240,62,1135409442,3031665821,96,0.005
18:44:21.004,10.0.3.10,10.0.2.39,80,5316,4,54,0,63,3031665821,0,0,0.002
18:44:21.467,10.0.2.29,10.0.3.10,13122,80,2,54,64240,62,3772300462,0,0,0.463
18:44:21.467,10.0.3.10,10.0.2.29,80,13122,18,58,64240,63,2661805689,3772300463,0,0.0
18:44:21.515,10.0.2.29,10.0.3.10,13122,80,24,161,64240,62,3772300463,2318622268,107,0.048
18:44:21.515,10.0.3.10,10.0.2.29,80,13122,4,54,0,63,2318622268,0,0,0.0
18:44:21.669,10.0.3.10,10.0.2.14,80,4974,18,58,64240,63,108254915,1560886400,0,0.154
18:44:21.681,10.0.2.48,10.0.3.10,4480,80,2,54,64240,62,3552205510,0,0,0.012
18:44:21.683,10.0.3.10,10.0.2.48,80,4480,18,58,64240,63,305780407,3552205511,0,0.002
18:44:21.735,10.0.2.48,10.0.3.10,4480,80,24,150,64240,62,3552205511,2638427343,96,0.052
18:44:21.737,10.0.3.10,10.0.2.48,80,4480,4,54,0,63,2638427343,0,0,0.002
18:44:21.771,10.0.2.206,10.0.3.10,33331,80,2,54,64240,62,3929549888,0,0,0.034
18:44:21.773,10.0.3.10,10.0.2.206,80,33331,18,58,64240,63,552284740,3929549889,0,0.002
18:44:21.826,10.0.2.206,10.0.3.10,33331,80,24,151,64240,62,3929549889,2154809743,97,0.053
18:44:21.828,10.0.3.10,10.0.2.206,80,33331,4,54,0,63,2154809743,0,0,0.002
18:44:21.990,10.0.3.10,10.0.2.39,80,5316,18,58,64240,63,955120963,1135409442,0,0.162
18:44:22.085,10.0.2.238,10.0.3.10,26933,80,2,54,64240,62,1427008247,0,0,0.095
18:44:22.086,10.0.3.10,10.0.2.238,80,26933,18,58,64240,63,3614727616,1427008248,0,0.001
18:44:22.147,10.0.2.238,10.0.3.10,26933,80,24,151,64240,62,1427008248,178261025,97,0.061
18:44:22.148,10.0.3.10,10.0.2.238,80,26933,4,54,0,63,178261025,0,0,0.001
18:44:22.214,10.0.3.10,10.0.2.172,80,28914,18,58,64240,63,3036212909,3442405944,0,0.066
18:44:22.244,10.0.2.47,10.0.3.10,4438,80,2,54,64240,62,2230997223,0,0,0.03
18:44:22.246,10.0.3.10,10.0.2.47,80,4438,18,58,64240,63,108513227,2230997224,0,0.002
18:44:22.287,10.0.2.47,10.0.3.10,4438,80,24,150,64240,62,2230997224,2671447226,96,0.041
18:44:22.288,10.0.3.10,10.0.2.47,80,4438,4,54,0,63,2671447226,0,0,0.001
18:44:22.400,10.0.2.225,10.0.3.10,28678,80,2,54,64240,62,438526839,0,0,0.112
18:44:22.401,10.0.3.10,10.0.2.225,80,28678,18,58,64240,63,4161099863,438526840,0,0.001
18:44:22.465,10.0.2.225,10.0.3.10,28678,80,24,150,64240,62,438526840,1212057030,96,0.064
18:44:22.468,10.0.3.10,10.0.2.225,80,28678,4,54,0,63,1212057030,0,0,0.003
18:44:22.661,10.0.2.5,10.0.3.10,54412,80,2,54,64240,62,1811981930,0,0,0.193
18:44:22.662,10.0.3.10,10.0.2.5,80,54412,18,58,64240,63,2145684156,1811981931,0,0.001
18:44:22.699,10.0.3.10,10.0.2.48,80,4480,18,58,64240,63,305780407,3552205511,0,0.037
18:44:22.707,10.0.2.5,10.0.3.10,54412,80,24,150,64240,62,1811981931,2430062580,96,0.008
18:44:22.707,10.0.3.10,10.0.2.5,80,54412,4,54,0,63,2430062580,0,0,0.0
18:44:22.789,10.0.3.10,10.0.2.206,80,33331,18,58,64240,63,552284740,3929549889,0,0.082
18:44:22.904,10.0.2.5,10.0.3.10,41269,80,2,54,64240,62,2614578516,0,0,0.115
18:44:22.905,10.0.3.10,10.0.2.5,80,41269,18,58,64240,63,18540773,2614578517,0,0.001
18:44:22.964,10.0.2.5,10.0.3.10,41269,80,24,161,64240,62,2614578517,1721643657,107,0.059
18:44:22.965,10.0.3.10,10.0.2.5,80,41269,4,54,0,63,1721643657,0,0,0.001
18:44:23.013,10.0.3.10,10.0.2.140,80,32931,18,58,64240,63,3829968497,1929065327,0,0.048
18:44:23.065,10.0.2.29,10.0.3.10,43399,80,2,54,64240,62,502549456,0,0,0.052
18:44:23.066,10.0.3.10,10.0.2.29,80,43399,18,58,64240,63,3154921652,502549457,0,0.001
18:44:23.113,10.0.3.10,10.0.2.238,80,26933,18,58,64240,63,3614727616,1427008248,0,0.047
18:44:23.117,10.0.2.29,10.0.3.10,43399,80,24,151,64240,62,502549457,2729984069,97,0.004
18:44:23.118,10.0.3.10,10.0.2.29,80,43399,4,54,0,63,2729984069,0,0,0.001
18:44:23.174,10.0.3.10,10.0.2.103,80,35811,18,58,64240,63,2876235326,3024802060,0,0.056
18:44:23.256,10.0.2.48,10.0.3.10,15676,80,2,54,64240,62,1198542704,0,0,0.082
18:44:23.257,10.0.3.10,10.0.2.48,80,15676,18,58,64240,63,62090517,1198542705,0,0.001
18:44:23.269,10.0.3.10,10.0.2.47,80,4438,18,58,64240,63,108513227,2230997224,0,0.012
18:44:23.310,10.0.2.48,10.0.3.10,15676,80,24,151,64240,62,1198542705,1596740537,97,0.041
18:44:23.314,10.0.3.10,10.0.2.48,80,15676,4,54,0,63,1596740537,0,0,0.004
18:44:23.536,10.0.2.32,10.0.3.10,57360,80,2,54,64240,62,2656350657,0,0,0.222
18:44:23.537,10.0.3.10,10.0.2.32,80,57360,18,58,64240,63,296491544,2656350658,0,0.001
18:44:23.589,10.0.2.32,10.0.3.10,57360,80,24,150,64240,62,2656350658,832087810,96,0.052
18:44:23.590,10.0.3.10,10.0.2.32,80,57360,4,54,0,63,832087810,0,0,0.001
18:44:23.685,10.0.3.10,10.0.2.5,80,54412,18,58,64240,63,2145684156,1811981931,0,0.095
18:44:23.686,10.0.3.10,10.0.2.14,80,4974,18,58,64240,63,108254915,1560886400,0,0.001
18:44:23.913,10.0.3.10,10.0.2.5,80,41269,18,58,64240,63,18540773,2614578517,0,0.227
18:44:24.005,10.0.3.10,10.0.2.39,80,5316,18,58,64240,63,955120963,1135409442,0,0.092
18:44:24.031,10.0.2.30,10.0.3.10,21418,80,2,54,64240,62,823544379,0,0,0.026
18:44:24.032,10.0.3.10,10.0.2.30,80,21418,18,58,64240,63,2237312368,823544380,0,0.001
18:44:24.068,10.0.2.30,10.0.3.10,21418,80,24,161,64240,62,823544380,3202215432,107,0.036
18:44:24.069,10.0.3.10,10.0.2.30,80,21418,4,54,0,63,3202215432,0,0,0.001
18:44:24.070,10.0.3.10,10.0.2.29,80,43399,18,58,64240,63,3154921652,502549457,0,0.001
18:44:24.171,10.0.2.34,10.0.3.10,49379,80,2,54,64240,62,1181951575,0,0,0.101
18:44:24.173,10.0.3.10,10.0.2.34,80,49379,18,58,64240,63,3659526023,1181951576,0,0.002
18:44:24.232,10.0.2.34,10.0.3.10,49379,80,24,150,64240,62,1181951576,1429646461,96,0.059
18:44:24.234,10.0.3.10,10.0.2.34,80,49379,4,54,0,63,1429646461,0,0,0.002
18:44:24.264,10.0.3.10,10.0.2.48,80,15676,18,58,64240,63,62090517,1198542705,0,0.03
18:44:24.649,10.0.2.47,10.0.3.10,64547,80,2,54,64240,62,2018978027,0,0,0.385
18:44:24.649,10.0.3.10,10.0.2.47,80,64547,18,58,64240,63,3399099077,2018978028,0,0.0
18:44:24.700,10.0.2.47,10.0.3.10,64547,80,24,161,64240,62,2018978028,3149143600,107,0.051
18:44:24.702,10.0.3.10,10.0.2.47,80,64547,4,54,0,63,3149143600,0,0,0.002
18:44:24.715,10.0.3.10,10.0.2.48,80,4480,18,58,64240,63,305780407,3552205511,0,0.013
18:44:24.806,10.0.3.10,10.0.2.206,80,33331,18,58,64240,63,552284740,3929549889,0,0.091
18:44:24.933,10.0.2.32,10.0.3.10,24034,80,2,54,64240,62,511185493,0,0,0.127
18:44:24.934,10.0.3.10,10.0.2.32,80,24034,18,58,64240,63,2470978440,511185494,0,0.001
18:44:25.002,10.0.2.32,10.0.3.10,24034,80,24,150,64240,62,511185494,3448104036,96,0.068
18:44:25.003,10.0.3.10,10.0.2.32,80,24034,4,54,0,63,3448104036,0,0,0.001
18:44:25.065,10.0.3.10,10.0.2.30,80,21418,18,58,64240,63,2237312368,823544380,0,0.062
18:44:25.126,10.0.3.10,10.0.2.238,80,26933,18,58,64240,63,3614727616,1427008248,0,0.061
18:44:25.146,10.0.2.19,10.0.3.10,41250,80,2,54,64240,62,2040073450,0,0,0.02
18:44:25.147,10.0.3.10,10.0.2.19,80,41250,18,58,64240,63,989865090,2040073451,0,0.001
18:44:25.189,10.0.3.10,10.0.2.34,80,49379,18,58,64240,63,3659526023,1181951576,0,0.042
18:44:25.203,10.0.2.19,10.0.3.10,41250,80,24,151,64240,62,2040073451,98539482,97,0.014
18:44:25.205,10.0.3.10,10.0.2.19,80,41250,4,54,0,63,98539482,0,0,0.002
18:44:25.286,10.0.3.10,10.0.2.47,80,4438,18,58,64240,63,108513227,2230997224,0,0.081
18:44:25.398,10.0.2.23,10.0.3.10,40942,80,2,54,64240,62,1980342123,0,0,0.112
18:44:25.404,10.0.3.10,10.0.2.23,80,40942,18,58,64240,63,2393271547,1980342124,0,0.006
18:44:25.497,10.0.2.23,10.0.3.10,40942,80,24,161,64240,62,1980342124,615830077,107,0.093
18:44:25.498,10.0.3.10,10.0.2.23,80,40942,4,54,0,63,615830077,0,0,0.001
18:44:25.656,10.0.2.50,10.0.3.10,39260,80,2,54,64240,62,118754959,0,0,0.158
18:44:25.663,10.0.3.10,10.0.2.50,80,39260,18,58,64240,63,1944695114,118754960,0,0.007
18:44:25.702,10.0.3.10,10.0.2.5,80,54412,18,58,64240,63,2145684156,1811981931,0,0.039
18:44:25.719,10.0.2.50,10.0.3.10,39260,80,24,151,64240,62,118754960,2396769455,97,0.017
18:44:25.720,10.0.3.10,10.0.2.50,80,39260,4,54,0,63,2396769455,0,0,0.001
18:44:25.871,10.0.2.39,10.0.3.10,9480,80,2,54,64240,62,1113920847,0,0,0.151
18:44:25.872,10.0.3.10,10.0.2.39,80,9480,18,58,64240,63,2070815473,1113920848,0,0.001
18:44:25.920,10.0.2.39,10.0.3.10,9480,80,24,150,64240,62,1113920848,2473981567,96,0.048
18:44:25.921,10.0.3.10,10.0.2.39,80,9480,4,54,0,63,2473981567,0,0,0.001
18:44:25.930,10.0.3.10,10.0.2.5,80,41269,18,58,64240,63,18540773,2614578517,0,0.009
18:44:25.961,10.0.3.10,10.0.2.32,80,24034,18,58,64240,63,2470978440,511185494,0,0.031
18:44:26.085,10.0.3.10,10.0.2.29,80,43399,18,58,64240,63,3154921652,502549457,0,0.124
18:44:26.154,10.0.3.10,10.0.2.19,80,41250,18,58,64240,63,989865090,2040073451,0,0.069
18:44:26.246,10.0.3.10,10.0.2.172,80,28914,18,58,64240,63,3036212909,3442405944,0,0.092
18:44:26.279,10.0.3.10,10.0.2.48,80,15676,18,58,64240,63,62090517,1198542705,0,0.033
18:44:26.295,10.0.2.34,10.0.3.10,64785,80,2,54,64240,62,3299675293,0,0,0.016
18:44:26.297,10.0.3.10,10.0.2.34,80,64785,18,58,64240,63,2016660071,3299675294,0,0.002
18:44:26.336,10.0.2.34,10.0.3.10,64785,80,24,161,64240,62,3299675294,30207790,107,0.039
18:44:26.337,10.0.3.10,10.0.2.34,80,64785,4,54,0,63,30207790,0,0,0.001
18:44:26.451,10.0.2.49,10.0.3.10,52573,80,2,54,64240,62,830818371,0,0,0.114
18:44:26.451,10.0.3.10,10.0.2.49,80,52573,18,58,64240,63,1398530867,830818372,0,0.0
18:44:26.485,10.0.2.49,10.0.3.10,52573,80,24,161,64240,62,830818372,2064930087,107,0.034
18:44:26.486,10.0.3.10,10.0.2.49,80,52573,4,54,0,63,2064930087,0,0,0.001
18:44:26.664,10.0.3.10,10.0.2.50,80,39260,18,58,64240,63,1944695114,118754960,0,0.178
18:44:26.700,10.0.2.42,10.0.3.10,46008,80,2,54,64240,62,170796947,0,0,0.036
18:44:26.701,10.0.3.10,10.0.2.42,80,46008,18,58,64240,63,855315196,170796948,0,0.001
18:44:26.751,10.0.2.42,10.0.3.10,46008,80,24,161,64240,62,170796948,3907815227,107,0.05
18:44:26.753,10.0.3.10,10.0.2.42,80,46008,4,54,0,63,3907815227,0,0,0.002
18:44:26.848,10.0.2.47,10.0.3.10,11279,80,2,54,64240,62,2592294600,0,0,0.095
18:44:26.851,10.0.3.10,10.0.2.47,80,11279,18,58,64240,63,3148317291,2592294601,0,0.003
18:44:26.889,10.0.3.10,10.0.2.39,80,9480,18,58,64240,63,2070815473,1113920848,0,0.038
18:44:26.896,10.0.2.47,10.0.3.10,11279,80,24,151,64240,62,2592294601,165191428,97,0.007
18:44:26.898,10.0.3.10,10.0.2.47,80,11279,4,54,0,63,165191428,0,0,0.002
18:44:27.032,10.0.2.17,10.0.3.10,37338,80,2,54,64240,62,1140538009,0,0,0.134
18:44:27.032,10.0.3.10,10.0.2.17,80,37338,18,58,64240,63,3418438866,1140538010,0,0.0
18:44:27.079,10.0.3.10,10.0.2.30,80,21418,18,58,64240,63,2237312368,823544380,0,0.047
18:44:27.081,10.0.2.17,10.0.3.10,37338,80,24,150,64240,62,1140538010,1818761759,96,0.002
18:44:27.082,10.0.3.10,10.0.2.17,80,37338,4,54,0,63,1818761759,0,0,0.001
18:44:27.206,10.0.3.10,10.0.2.34,80,49379,18,58,64240,63,3659526023,1181951576,0,0.124
18:44:27.269,10.0.3.10,10.0.2.140,80,32931,18,58,64240,63,3829968497,1929065327,0,0.063
18:44:27.271,10.0.2.9,10.0.3.10,48266,80,2,54,64240,62,1988842602,0,0,0.002
18:44:27.277,10.0.3.10,10.0.2.9,80,48266,18,58,64240,63,3801155458,1988842603,0,0.006
18:44:27.301,10.0.3.10,10.0.2.34,80,64785,18,58,64240,63,2016660071,3299675294,0,0.024
18:44:27.315,10.0.2.9,10.0.3.10,48266,80,24,150,64240,62,1988842603,386956153,96,0.014
18:44:27.315,10.0.3.10,10.0.2.9,80,48266,4,54,0,63,386956153,0,0,0.0
18:44:27.488,10.0.2.27,10.0.3.10,43646,80,2,54,64240,62,535031361,0,0,0.173
18:44:27.489,10.0.3.10,10.0.2.27,80,43646,18,58,64240,63,2061188374,535031362,0,0.001
18:44:27.537,10.0.2.27,10.0.3.10,43646,80,24,161,64240,62,535031362,2728626941,107,0.048
18:44:27.538,10.0.3.10,10.0.2.27,80,43646,4,54,0,63,2728626941,0,0,0.001
18:44:27.668,10.0.2.29,10.0.3.10,12070,80,2,54,64240,62,2300419717,0,0,0.13
18:44:27.669,10.0.3.10,10.0.2.29,80,12070,18,58,64240,63,1292606092,2300419718,0,0.001
18:44:27.719,10.0.2.29,10.0.3.10,12070,80,24,151,64240,62,2300419718,1476673987,97,0.05
18:44:27.720,10.0.3.10,10.0.2.29,80,12070,4,54,0,63,1476673987,0,0,0.001
18:44:27.721,10.0.3.10,10.0.2.42,80,46008,18,58,64240,63,855315196,170796948,0,0.001
18:44:27.781,10.0.3.10,10.0.2.14,80,4974,18,58,64240,63,108254915,1560886400,0,0.06
18:44:27.878,10.0.3.10,10.0.2.47,80,11279,18,58,64240,63,3148317291,2592294601,0,0.097
18:44:27.974,10.0.3.10,10.0.2.32,80,24034,18,58,64240,63,2470978440,511185494,0,0.096
18:44:28.037,10.0.3.10,10.0.2.17,80,37338,18,58,64240,63,3418438866,1140538010,0,0.063
18:44:28.038,10.0.3.10,10.0.2.39,80,5316,18,58,64240,63,955120963,1135409442,0,0.001
18:44:28.120,10.0.2.16,10.0.3.10,21524,80,2,54,64240,62,232642739,0,0,0.082
18:44:28.124,10.0.3.10,10.0.2.16,80,21524,18,58,64240,63,3473792984,232642740,0,0.004
18:44:28.163,10.0.2.16,10.0.3.10,21524,80,24,151,64240,62,232642740,325786447,97,0.039
18:44:28.164,10.0.3.10,10.0.2.16,80,21524,4,54,0,63,325786447,0,0,0.001
18:44:28.166,10.0.3.10,10.0.2.19,80,41250,18,58,64240,63,989865090,2040073451,0,0.002
18:44:28.294,10.0.3.10,10.0.2.9,80,48266,18,58,64240,63,3801155458,1988842603,0,0.128
18:44:28.329,10.0.2.26,10.0.3.10,18717,80,2,54,64240,62,1610314697,0,0,0.035
18:44:28.330,10.0.3.10,10.0.2.26,80,18717,18,58,64240,63,3099475125,1610314698,0,0.001
18:44:28.373,10.0.2.26,10.0.3.10,18717,80,24,151,64240,62,1610314698,2303706851,97,0.043
18:44:28.375,10.0.3.10,10.0.2.26,80,18717,4,54,0,63,2303706851,0,0,0.002
18:44:28.497,10.0.2.11,10.0.3.10,60727,80,2,54,64240,62,1922747053,0,0,0.122
18:44:28.498,10.0.3.10,10.0.2.11,80,60727,18,58,64240,63,1486303800,1922747054,0,0.001
18:44:28.501,10.0.2.11,10.0.3.10,60727,80,4,54,0,62,1922747054,0,0,0.003
18:44:28.522,10.0.3.10,10.0.2.27,80,43646,18,58,64240,63,2061188374,535031362,0,0.021
18:44:28.544,10.0.2.11,10.0.3.10,60727,80,24,151,64240,62,1922747054,1717390831,97,0.022
18:44:28.544,10.0.3.10,10.0.2.11,80,60727,4,54,0,63,1717390831,0,0,0.0
18:44:28.641,10.0.2.27,10.0.3.10,6041,80,2,54,64240,62,2588034669,0,0,0.097
18:44:28.643,10.0.3.10,10.0.2.27,80,6041,18,58,64240,63,2186679718,2588034670,0,0.002
18:44:28.680,10.0.2.27,10.0.3.10,6041,80,24,150,64240,62,2588034670,1631004810,96,0.037
18:44:28.681,10.0.3.10,10.0.2.27,80,6041,4,54,0,63,1631004810,0,0,0.001
18:44:28.683,10.0.3.10,10.0.2.29,80,12070,18,58,64240,63,1292606092,2300419718,0,0.002
18:44:28.685,10.0.3.10,10.0.2.50,80,39260,18,58,64240,63,1944695114,118754960,0,0.002
18:44:28.794,10.0.2.14,10.0.3.10,3256,80,2,54,64240,62,3728066555,0,0,0.109
18:44:28.795,10.0.3.10,10.0.2.14,80,3256,18,58,64240,63,3537695768,3728066556,0,0.001
18:44:28.805,10.0.3.10,10.0.2.48,80,4480,18,58,64240,63,305780407,3552205511,0,0.01
18:44:28.833,10.0.2.14,10.0.3.10,3256,80,24,161,64240,62,3728066556,1896336899,107,0.028
18:44:28.834,10.0.3.10,10.0.2.14,80,3256,4,54,0,63,1896336899,0,0,0.001
18:44:28.902,10.0.3.10,10.0.2.39,80,9480,18,58,64240,63,2070815473,1113920848,0,0.068
18:44:29.063,10.0.3.10,10.0.2.206,80,33331,18,58,64240,63,552284740,3929549889,0,0.161
18:44:29.127,10.0.3.10,10.0.2.16,80,21524,18,58,64240,63,3473792984,232642740,0,0.064
18:44:29.197,10.0.2.25,10.0.3.10,37593,80,2,54,64240,62,3230409149,0,0,0.07
18:44:29.198,10.0.3.10,10.0.2.25,80,37593,18,58,64240,63,3000355796,3230409150,0,0.001
18:44:29.248,10.0.2.25,10.0.3.10,37593,80,24,151,64240,62,3230409150,291857973,97,0.05
18:44:29.249,10.0.3.10,10.0.2.25,80,37593,4,54,0,63,291857973,0,0,0.001
