Time,Src_IP,Dst_IP,S_Port,D_Port,Flags,Len,Win,TTL,Seq,Ack,Payload_Size,IAT
18:45:21.060,10.0.2.189,10.0.3.10,25164,80,1,57,11565,64,1378920633,0,17,0.056
18:45:21.140,10.0.2.251,10.0.3.10,54525,80,2,66,14559,64,182941819,0,26,0.08
18:45:21.212,10.0.2.52,10.0.3.10,38724,80,24,53,5227,64,2711538535,0,13,0.072
18:45:21.292,10.0.2.124,10.0.3.10,43298,80,2,92,14124,64,2940542206,0,52,0.08
18:45:21.373,10.0.2.254,10.0.3.10,45545,80,18,52,20647,64,471367889,0,12,0.081
18:45:21.425,10.0.2.249,10.0.3.10,34974,80,1,99,16885,64,2582548605,0,59,0.052
18:45:21.500,10.0.2.187,10.0.3.10,2258,80,2,61,24108,64,3064868257,0,21,0.075
18:45:21.540,10.0.2.129,10.0.3.10,52305,80,1,100,15975,64,441793136,0,60,0.04
18:45:21.612,10.0.2.250,10.0.3.10,9178,80,24,74,18145,64,1255217805,0,34,0.072
18:45:21.692,10.0.2.191,10.0.3.10,23297,80,32,92,3773,64,2195810548,0,52,0.08
18:45:21.780,10.0.2.185,10.0.3.10,61449,80,18,72,24617,64,2910983384,0,32,0.088
18:45:21.840,10.0.2.60,10.0.3.10,56912,80,2,62,21585,64,1997348619,0,22,0.06
18:45:21.889,10.0.2.63,10.0.3.10,7852,80,1,73,20476,64,1186207571,0,33,0.049
18:45:21.980,10.0.2.182,10.0.3.10,24266,80,32,83,7161,64,2388032775,0,43,0.091
18:45:22.060,10.0.2.249,10.0.3.10,21703,80,1,60,2643,64,522466100,0,20,0.08
18:45:22.140,10.0.2.190,10.0.3.10,27048,80,24,70,25652,64,1401462315,0,30,0.08
18:45:22.224,10.0.2.129,10.0.3.10,52158,80,18,74,29145,64,2449330681,0,34,0.084
18:45:22.324,10.0.2.187,10.0.3.10,30201,80,32,90,18159,64,2917306282,0,50,0.1
18:45:22.364,10.0.2.60,10.0.3.10,20903,80,18,69,16602,64,2083356117,0,29,0.04
18:45:22.420,10.0.2.248,10.0.3.10,3228,80,2,70,25617,64,1556572514,0,30,0.056
18:45:22.488,10.0.2.192,10.0.3.10,34477,80,24,79,29015,64,1750477853,0,39,0.068
18:45:22.560,10.0.2.250,10.0.3.10,39144,80,32,71,21884,64,2984781517,0,31,0.072
18:45:22.652,10.0.2.247,10.0.3.10,56906,80,24,52,7478,64,3905407741,0,12,0.092
18:45:22.700,10.0.2.119,10.0.3.10,53800,80,18,95,27694,64,3542035731,0,55,0.048
18:45:22.748,10.0.2.253,10.0.3.10,14402,80,24,98,25599,64,1355075399,0,58,0.048
18:45:22.848,10.0.2.121,10.0.3.10,31001,80,18,93,22743,64,566756880,0,53,0.1
18:45:22.920,10.0.2.57,10.0.3.10,33504,80,2,81,14601,64,2720163083,0,41,0.072
18:45:23.000,10.0.2.190,10.0.3.10,57857,80,2,66,15524,64,645569686,0,26,0.08
18:45:23.064,10.0.2.123,10.0.3.10,55876,80,18,66,5052,64,387466188,0,26,0.064
18:45:23.108,10.0.2.254,10.0.3.10,36566,80,18,76,18430,64,1125912681,0,36,0.044
18:45:23.172,10.0.2.63,10.0.3.10,46667,80,32,68,18638,64,2529949977,0,28,0.064
18:45:23.232,10.0.2.249,10.0.3.10,4593,80,2,86,13997,64,988985136,0,46,0.06
18:45:23.292,10.0.2.187,10.0.3.10,7318,80,2,78,4576,64,3206243196,0,38,0.06
18:45:23.360,10.0.2.63,10.0.3.10,46105,80,18,59,2760,64,2133116837,0,19,0.068
18:45:23.432,10.0.2.62,10.0.3.10,46165,80,2,59,14992,64,2920360463,0,19,0.072
18:45:23.476,10.0.2.182,10.0.3.10,9436,80,24,58,5937,64,3872112211,0,18,0.044
18:45:23.528,10.0.2.246,10.0.3.10,51815,80,18,68,5513,64,129075188,0,28,0.052
18:45:23.624,10.0.2.252,10.0.3.10,25514,80,32,59,14481,64,2986679372,0,19,0.096
18:45:23.673,10.0.2.118,10.0.3.10,13577,80,24,95,6206,64,2158351040,0,55,0.049
18:45:23.752,10.0.2.117,10.0.3.10,11190,80,32,66,13325,64,3190589221,0,26,0.079
18:45:23.816,10.0.2.63,10.0.3.10,29085,80,32,79,8475,64,3199076762,0,39,0.064
18:45:23.888,10.0.2.118,10.0.3.10,20876,80,1,84,28406,64,970598914,0,44,0.072
18:45:23.960,10.0.2.129,10.0.3.10,47860,80,2,78,11786,64,2541527517,0,38,0.072
18:45:24.028,10.0.2.120,10.0.3.10,2495,80,1,52,9084,64,324489569,0,12,0.068
18:45:24.084,10.0.2.52,10.0.3.10,43410,80,24,89,25115,64,3023756352,0,49,0.056
18:45:24.149,10.0.2.186,10.0.3.10,14402,80,18,83,1777,64,91400780,0,43,0.065
18:45:24.233,10.0.2.120,10.0.3.10,42097,80,1,80,7946,64,3911422475,0,40,0.084
18:45:24.296,10.0.2.123,10.0.3.10,48244,80,2,87,18510,64,605808964,0,47,0.063
18:45:24.360,10.0.2.194,10.0.3.10,4227,80,24,90,13595,64,3054317657,0,50,0.064
18:45:24.416,10.0.2.247,10.0.3.10,11479,80,18,91,19696,64,47275627,0,51,0.056
18:45:24.476,10.0.2.51,10.0.3.10,51514,80,18,63,13022,64,1315589628,0,23,0.06
18:45:24.557,10.0.2.188,10.0.3.10,57859,80,24,58,1380,64,2467277034,0,18,0.081
18:45:24.660,10.0.2.189,10.0.3.10,15970,80,18,60,26601,64,987183690,0,20,0.103
18:45:24.744,10.0.2.249,10.0.3.10,9405,80,18,74,14448,64,1355962819,0,34,0.084
18:45:24.800,10.0.2.247,10.0.3.10,33056,80,18,99,29316,64,580926091,0,59,0.056
18:45:24.864,10.0.2.246,10.0.3.10,39464,80,1,91,8283,64,397474726,0,51,0.064
18:45:24.932,10.0.2.184,10.0.3.10,26157,80,32,95,16236,64,2732944944,0,55,0.068
18:45:24.976,10.0.2.193,10.0.3.10,57448,80,1,55,9280,64,1829709984,0,15,0.044
18:45:25.044,10.0.2.125,10.0.3.10,53276,80,18,81,21605,64,3651562114,0,41,0.068
18:45:25.137,10.0.2.191,10.0.3.10,16631,80,32,95,17844,64,2026042046,0,55,0.093
18:45:25.232,10.0.2.129,10.0.3.10,35102,80,24,93,12938,64,2715654231,0,53,0.095
18:45:25.316,10.0.2.254,10.0.3.10,18884,80,18,100,14411,64,240155870,0,60,0.084
18:45:25.384,10.0.2.182,10.0.3.10,49853,80,18,50,8769,64,2834450098,0,10,0.068
18:45:25.472,10.0.2.128,10.0.3.10,17525,80,1,60,5693,64,1621859250,0,20,0.088
18:45:25.536,10.0.2.248,10.0.3.10,50077,80,1,50,17331,64,3616078356,0,10,0.064
18:45:25.624,10.0.2.250,10.0.3.10,2368,80,1,91,20801,64,1067505378,0,51,0.088
18:45:25.696,10.0.2.116,10.0.3.10,12615,80,1,87,22355,64,568478302,0,47,0.072
18:45:25.750,10.0.2.247,10.0.3.10,37931,80,1,72,29314,64,3970849511,0,32,0.054
18:45:25.820,10.0.2.183,10.0.3.10,45618,80,1,60,16426,64,682270329,0,20,0.07
18:45:25.888,10.0.2.184,10.0.3.10,40298,80,2,59,5587,64,2692873851,0,19,0.068
18:45:25.976,10.0.2.251,10.0.3.10,9057,80,32,63,21375,64,577640741,0,23,0.088
18:45:26.064,10.0.2.194,10.0.3.10,21752,80,24,82,5087,64,3294212169,0,42,0.088
18:45:26.152,10.0.2.187,10.0.3.10,15003,80,2,98,2331,64,2744952312,0,58,0.088
18:45:26.206,10.0.2.191,10.0.3.10,23279,80,32,70,16422,64,3983995091,0,30,0.054
18:45:26.264,10.0.2.62,10.0.3.10,7979,80,32,76,18942,64,610568231,0,36,0.058
18:45:26.352,10.0.2.126,10.0.3.10,11018,80,1,81,12099,64,1707016814,0,41,0.088
18:45:26.424,10.0.2.253,10.0.3.10,47949,80,24,73,14117,64,3231692914,0,33,0.072
18:45:26.492,10.0.2.61,10.0.3.10,44652,80,18,63,14329,64,2958033250,0,23,0.068
18:45:26.560,10.0.2.125,10.0.3.10,57541,80,2,77,26377,64,160605932,0,37,0.068
18:45:26.624,10.0.2.188,10.0.3.10,1976,80,32,64,14911,64,3069229816,0,24,0.064
18:45:26.712,10.0.2.251,10.0.3.10,3828,80,1,92,21716,64,3438203701,0,52,0.088
18:45:26.776,10.0.2.121,10.0.3.10,55251,80,24,57,14395,64,2584041832,0,17,0.064
18:45:26.841,10.0.2.58,10.0.3.10,60936,80,2,55,29399,64,3671906322,0,15,0.065
18:45:26.912,10.0.2.187,10.0.3.10,2609,80,1,94,29145,64,2074335758,0,54,0.071
18:45:27.005,10.0.2.254,10.0.3.10,42973,80,2,84,5175,64,3021574211,0,44,0.093
18:45:27.088,10.0.2.121,10.0.3.10,7343,80,1,53,12774,64,2015705941,0,13,0.083
18:45:27.156,10.0.2.127,10.0.3.10,51010,80,24,57,19041,64,2876780139,0,17,0.068
18:45:27.236,10.0.2.250,10.0.3.10,61621,80,32,78,29720,64,1845792095,0,38,0.08
18:45:27.292,10.0.2.55,10.0.3.10,19611,80,2,96,7425,64,653622039,0,56,0.056
18:45:27.340,10.0.2.187,10.0.3.10,40981,80,24,86,13422,64,3280912431,0,46,0.048
18:45:27.400,10.0.2.59,10.0.3.10,11402,80,2,94,10527,64,3106153663,0,54,0.06
18:45:27.472,10.0.2.254,10.0.3.10,16470,80,1,50,26240,64,3364019045,0,10,0.072
18:45:27.528,10.0.2.181,10.0.3.10,12331,80,1,67,723,64,1034397641,0,27,0.056
18:45:27.596,10.0.2.250,10.0.3.10,12799,80,24,94,11324,64,1845784771,0,54,0.068
18:45:27.644,10.0.2.118,10.0.3.10,15359,80,2,91,8505,64,2237507962,0,51,0.048
18:45:27.692,10.0.2.123,10.0.3.10,59274,80,18,96,2644,64,2822510578,0,56,0.048
18:45:27.748,10.0.2.248,10.0.3.10,21297,80,2,87,6082,64,3299390291,0,47,0.056
18:45:27.796,10.0.2.116,10.0.3.10,5773,80,18,61,3478,64,519891319,0,21,0.048
18:45:27.873,10.0.2.183,10.0.3.10,44945,80,2,86,12965,64,2689765005,0,46,0.077
18:45:27.920,10.0.2.253,10.0.3.10,64584,80,24,72,8352,64,1630628055,0,32,0.047
18:45:28.008,10.0.2.250,10.0.3.10,39594,80,32,65,6980,64,239361506,0,25,0.088
18:45:28.081,10.0.2.125,10.0.3.10,31339,80,24,73,17706,64,1747169973,0,33,0.073
18:45:28.144,10.0.2.122,10.0.3.10,13227,80,2,76,13656,64,3363700907,0,36,0.063
18:45:28.200,10.0.2.55,10.0.3.10,21297,80,2,57,28093,64,867490652,0,17,0.056
18:45:28.260,10.0.2.187,10.0.3.10,5699,80,18,53,24335,64,2677816507,0,13,0.06
18:45:28.324,10.0.2.251,10.0.3.10,17338,80,32,53,1226,64,3162150059,0,13,0.064
18:45:28.364,10.0.2.57,10.0.3.10,27961,80,18,52,4375,64,1381079102,0,12,0.04
18:45:28.424,10.0.2.190,10.0.3.10,41728,80,18,62,8054,64,2903996187,0,22,0.06
18:45:28.488,10.0.2.116,10.0.3.10,31192,80,18,61,11157,64,1705937349,0,21,0.064
18:45:28.544,10.0.2.63,10.0.3.10,64757,80,1,61,2477,64,1142784981,0,21,0.056
18:45:28.600,10.0.2.249,10.0.3.10,9909,80,1,96,9989,64,3835725625,0,56,0.056
18:45:28.684,10.0.2.253,10.0.3.10,29118,80,32,73,19420,64,1064686913,0,33,0.084
18:45:28.756,10.0.2.187,10.0.3.10,32047,80,32,74,10417,64,1251737779,0,34,0.072
18:45:28.824,10.0.2.53,10.0.3.10,53992,80,32,99,8937,64,3929736051,0,59,0.068
18:45:28.868,10.0.2.252,10.0.3.10,1435,80,32,65,11832,64,3096588105,0,25,0.044
18:45:28.940,10.0.2.128,10.0.3.10,54232,80,1,67,29050,64,1468605561,0,27,0.072
18:45:29.021,10.0.2.124,10.0.3.10,51753,80,2,59,25522,64,326233717,0,19,0.081
18:45:29.088,10.0.2.186,10.0.3.10,45377,80,2,54,18822,64,2717782200,0,14,0.067
18:45:29.176,10.0.2.253,10.0.3.10,58734,80,24,94,6970,64,1280428652,0,54,0.088
18:45:29.244,10.0.2.251,10.0.3.10,59675,80,18,54,27704,64,2305200794,0,14,0.068
18:45:29.308,10.0.2.192,10.0.3.10,8473,80,1,83,21240,64,999261570,0,43,0.064
18:45:29.372,10.0.2.129,10.0.3.10,14313,80,1,56,21063,64,694337419,0,16,0.064
18:45:29.455,10.0.2.254,10.0.3.10,24253,80,1,69,11739,64,2919167181,0,29,0.083
18:45:29.508,10.0.2.188,10.0.3.10,57828,80,18,77,17977,64,32480246,0,37,0.053
18:45:29.560,10.0.2.121,10.0.3.10,59631,80,2,98,14052,64,3176372651,0,58,0.052
18:45:29.596,10.0.2.183,10.0.3.10,42978,80,1,51,26680,64,1635756906,0,11,0.036
18:45:29.676,10.0.2.181,10.0.3.10,22989,80,32,61,19223,64,230397468,0,21,0.08
18:45:29.755,10.0.2.193,10.0.3.10,25289,80,24,92,5606,64,1594074356,0,52,0.079
18:45:29.832,10.0.2.189,10.0.3.10,62064,80,24,62,15763,64,1713573712,0,22,0.077
18:45:29.876,10.0.2.189,10.0.3.10,55907,80,18,100,9903,64,1367844964,0,60,0.044
18:45:29.944,10.0.2.51,10.0.3.10,21213,80,24,93,11282,64,2427531503,0,53,0.068
18:45:29.992,10.0.2.121,10.0.3.10,62546,80,24,95,23117,64,2579436505,0,55,0.048
18:45:30.056,10.0.2.253,10.0.3.10,56590,80,2,86,16957,64,3782524141,0,46,0.064
18:45:30.128,10.0.2.181,10.0.3.10,52730,80,24,73,966,64,2518326234,0,33,0.072
18:45:30.208,10.0.2.249,10.0.3.10,49676,80,24,56,28419,64,1139268785,0,16,0.08
18:45:30.272,10.0.2.60,10.0.3.10,17186,80,2,77,1387,64,3559588448,0,37,0.064
18:45:30.340,10.0.2.253,10.0.3.10,46720,80,2,76,3362,64,216999794,0,36,0.068
18:45:30.405,10.0.2.121,10.0.3.10,34942,80,1,91,9050,64,571587046,0,51,0.065
18:45:30.452,10.0.2.192,10.0.3.10,19955,80,32,85,24284,64,1512954884,0,45,0.047
18:45:30.500,10.0.2.63,10.0.3.10,28067,80,32,52,9991,64,3461442463,0,12,0.048
18:45:30.572,10.0.2.123,10.0.3.10,39083,80,32,57,1339,64,1513249843,0,17,0.072
18:45:30.640,10.0.2.253,10.0.3.10,16326,80,1,81,14061,64,3469719933,0,41,0.068
18:45:30.720,10.0.2.126,10.0.3.10,17875,80,18,97,20392,64,359709290,0,57,0.08
18:45:30.756,10.0.2.57,10.0.3.10,1083,80,2,75,7210,64,1771474025,0,35,0.036
18:45:30.840,10.0.2.187,10.0.3.10,46547,80,32,64,21091,64,780479801,0,24,0.084
18:45:30.913,10.0.2.52,10.0.3.10,41897,80,1,61,11683,64,1931642639,0,21,0.073
18:45:31.012,10.0.2.128,10.0.3.10,24533,80,18,78,3544,64,437195036,0,38,0.099
18:45:31.064,10.0.2.64,10.0.3.10,22622,80,32,76,24797,64,1918153897,0,36,0.052
18:45:31.104,10.0.2.63,10.0.3.10,20019,80,18,60,25487,64,3434014705,0,20,0.04
18:45:31.144,10.0.2.125,10.0.3.10,20859,80,32,82,22050,64,393296444,0,42,0.04
18:45:31.240,10.0.2.252,10.0.3.10,40098,80,18,84,1052,64,411520345,0,44,0.096
18:45:31.280,10.0.2.128,10.0.3.10,32954,80,2,92,2972,64,3294916157,0,52,0.04
18:45:31.336,10.0.2.194,10.0.3.10,39006,80,1,61,10389,64,196542755,0,21,0.056
18:45:31.404,10.0.2.254,10.0.3.10,42927,80,2,54,3054,64,1054408530,0,14,0.068
18:45:31.500,10.0.2.119,10.0.3.10,18780,80,2,69,29338,64,2572102131,0,29,0.096
18:45:31.577,10.0.2.127,10.0.3.10,22687,80,32,79,11816,64,3632256733,0,39,0.077
18:45:31.672,10.0.2.118,10.0.3.10,50862,80,32,70,22958,64,1375420872,0,30,0.095
18:45:31.768,10.0.2.120,10.0.3.10,17181,80,24,90,3080,64,2840966337,0,50,0.096
18:45:31.816,10.0.2.62,10.0.3.10,23692,80,2,98,9298,64,3139003646,0,58,0.048
18:45:31.904,10.0.2.55,10.0.3.10,54760,80,32,77,29447,64,1094153863,0,37,0.088
18:45:31.944,10.0.2.117,10.0.3.10,33811,80,32,81,1577,64,1683323001,0,41,0.04
18:45:31.996,10.0.2.56,10.0.3.10,27984,80,1,61,9650,64,748903676,0,21,0.052
18:45:32.048,10.0.2.190,10.0.3.10,12159,80,1,70,17744,64,2314598602,0,30,0.052
18:45:32.112,10.0.2.251,10.0.3.10,65149,80,1,50,6304,64,1350588426,0,10,0.064
18:45:32.180,10.0.2.52,10.0.3.10,30132,80,2,80,5870,64,3916386871,0,40,0.068
18:45:32.228,10.0.2.118,10.0.3.10,22411,80,2,91,6022,64,1702662304,0,51,0.048
18:45:32.264,10.0.2.121,10.0.3.10,10666,80,1,81,14592,64,3815905288,0,41,0.036
18:45:32.308,10.0.2.192,10.0.3.10,2055,80,24,64,6555,64,1401658099,0,24,0.044
18:45:32.368,10.0.2.193,10.0.3.10,22976,80,32,73,20742,64,3834733626,0,33,0.06
18:45:32.452,10.0.2.189,10.0.3.10,54494,80,2,56,20694,64,2363858762,0,16,0.084
18:45:32.548,10.0.2.186,10.0.3.10,16221,80,32,73,14823,64,1086919018,0,33,0.096
18:45:32.644,10.0.2.128,10.0.3.10,22524,80,18,77,26007,64,2959686267,0,37,0.096
18:45:32.732,10.0.2.51,10.0.3.10,30611,80,1,79,12743,64,584038001,0,39,0.088
18:45:32.801,10.0.2.119,10.0.3.10,15140,80,32,79,27441,64,1040232104,0,39,0.069
18:45:32.888,10.0.2.120,10.0.3.10,43065,80,32,51,28396,64,1598441100,0,11,0.087
18:45:32.972,10.0.2.252,10.0.3.10,51103,80,1,50,28678,64,2401283028,0,10,0.084
18:45:33.056,10.0.2.57,10.0.3.10,6326,80,32,94,17542,64,3492471668,0,54,0.084
18:45:33.105,10.0.2.253,10.0.3.10,45065,80,32,97,20748,64,1647983484,0,57,0.049
18:45:33.156,10.0.2.246,10.0.3.10,56092,80,2,100,29003,64,2253012270,0,60,0.051
18:45:33.228,10.0.2.189,10.0.3.10,43240,80,2,88,2790,64,1954912899,0,48,0.072
18:45:33.308,10.0.2.58,10.0.3.10,29009,80,24,87,13545,64,264051671,0,47,0.08
18:45:33.392,10.0.2.250,10.0.3.10,49289,80,18,72,2793,64,3309057863,0,32,0.084
18:45:33.460,10.0.2.251,10.0.3.10,23226,80,24,70,22868,64,1559822431,0,30,0.068
18:45:33.512,10.0.2.62,10.0.3.10,16480,80,2,66,28036,64,784268046,0,26,0.052
18:45:33.576,10.0.2.120,10.0.3.10,44141,80,32,59,15643,64,1452026790,0,19,0.064
18:45:33.609,10.0.2.54,10.0.3.10,57322,80,24,87,9705,64,708732042,0,47,0.033
18:45:33.696,10.0.2.192,10.0.3.10,59861,80,32,73,10587,64,908521754,0,33,0.087
18:45:33.752,10.0.2.64,10.0.3.10,13523,80,2,65,10293,64,1291622475,0,25,0.056
18:45:33.812,10.0.2.56,10.0.3.10,50944,80,32,75,13081,64,855540048,0,35,0.06
18:45:33.854,10.0.2.247,10.0.3.10,63228,80,18,90,2263,64,2202263147,0,50,0.042
18:45:33.920,10.0.2.193,10.0.3.10,11048,80,2,58,15311,64,3221944567,0,18,0.066
18:45:34.012,10.0.2.58,10.0.3.10,16154,80,32,97,20361,64,1522503066,0,57,0.092
18:45:34.060,10.0.2.249,10.0.3.10,3804,80,32,65,502,64,1944378535,0,25,0.048
18:45:34.116,10.0.2.253,10.0.3.10,52063,80,32,50,29307,64,2466756325,0,10,0.056
18:45:34.160,10.0.2.185,10.0.3.10,13812,80,18,85,19031,64,2709016037,0,45,0.044
18:45:34.212,10.0.2.254,10.0.3.10,64212,80,2,97,991,64,1844750172,0,57,0.052
18:45:34.260,10.0.2.251,10.0.3.10,45612,80,32,76,14332,64,1658398471,0,36,0.048
18:45:34.356,10.0.2.54,10.0.3.10,52357,80,1,80,6451,64,182546777,0,40,0.096
18:45:34.432,10.0.2.121,10.0.3.10,8548,80,1,81,14473,64,881663597,0,41,0.076
18:45:34.501,10.0.2.117,10.0.3.10,18901,80,24,90,8344,64,962030456,0,50,0.069
18:45:34.564,10.0.2.55,10.0.3.10,24872,80,24,67,25508,64,3115376956,0,27,0.063
18:45:34.644,10.0.2.193,10.0.3.10,53038,80,2,91,27057,64,334837535,0,51,0.08
18:45:34.716,10.0.2.252,10.0.3.10,17198,80,2,68,1261,64,1492886071,0,28,0.072
18:45:34.776,10.0.2.184,10.0.3.10,44096,80,18,66,20354,64,2113243992,0,26,0.06
18:45:34.824,10.0.2.189,10.0.3.10,10911,80,1,96,18673,64,1221180857,0,56,0.048
18:45:34.908,10.0.2.54,10.0.3.10,33388,80,2,69,19663,64,1745034026,0,29,0.084
18:45:34.973,10.0.2.54,10.0.3.10,4850,80,2,98,18498,64,3201695823,0,58,0.065
18:45:35.036,10.0.2.126,10.0.3.10,16410,80,24,74,28273,64,260504006,0,34,0.063
18:45:35.088,10.0.2.184,10.0.3.10,15377,80,2,94,11385,64,2898725923,0,54,0.052
18:45:35.176,10.0.2.122,10.0.3.10,58080,80,2,90,10632,64,2410466604,0,50,0.088
18:45:35.220,10.0.2.181,10.0.3.10,8119,80,2,73,22986,64,2254211044,0,33,0.044
18:45:35.304,10.0.2.56,10.0.3.10,57819,80,2,81,15986,64,3531202586,0,41,0.084
18:45:35.356,10.0.2.56,10.0.3.10,55709,80,1,96,2970,64,2765190324,0,56,0.052
18:45:35.408,10.0.2.127,10.0.3.10,59850,80,2,81,29547,64,2860452035,0,41,0.052
18:45:35.472,10.0.2.125,10.0.3.10,11482,80,24,76,6327,64,1004410755,0,36,0.064
18:45:35.540,10.0.2.56,10.0.3.10,39788,80,18,74,22528,64,469663117,0,34,0.068
18:45:35.620,10.0.2.123,10.0.3.10,31845,80,18,69,6458,64,1158930921,0,29,0.08
18:45:35.680,10.0.2.253,10.0.3.10,57333,80,2,75,24583,64,583416950,0,35,0.06
18:45:35.748,10.0.2.119,10.0.3.10,3315,80,18,80,27784,64,3152013598,0,40,0.068
18:45:35.820,10.0.2.55,10.0.3.10,43553,80,24,77,619,64,2680860769,0,37,0.072
18:45:35.904,10.0.2.63,10.0.3.10,5225,80,18,50,16661,64,30245096,0,10,0.084
18:45:35.976,10.0.2.51,10.0.3.10,42975,80,18,94,5869,64,3274264579,0,54,0.072
18:45:36.024,10.0.2.253,10.0.3.10,6534,80,1,85,25251,64,3435963711,0,45,0.048
18:45:36.104,10.0.2.61,10.0.3.10,52407,80,18,82,19886,64,2259768296,0,42,0.08
18:45:36.192,10.0.2.58,10.0.3.10,28432,80,24,91,29583,64,2820238842,0,51,0.088
18:45:36.237,10.0.2.127,10.0.3.10,3698,80,24,57,27918,64,3487993600,0,17,0.045
18:45:36.304,10.0.2.119,10.0.3.10,46456,80,18,84,19321,64,3577986074,0,44,0.067
18:45:36.360,10.0.2.253,10.0.3.10,3823,80,24,91,25317,64,1583060869,0,51,0.056
18:45:36.440,10.0.2.127,10.0.3.10,31965,80,1,82,16288,64,3002508055,0,42,0.08
18:45:36.492,10.0.2.120,10.0.3.10,9632,80,18,71,893,64,880490536,0,31,0.052
18:45:36.540,10.0.2.253,10.0.3.10,56714,80,1,86,16117,64,1968753310,0,46,0.048
18:45:36.604,10.0.2.249,10.0.3.10,35897,80,18,79,7264,64,2336592103,0,39,0.064
18:45:36.656,10.0.2.183,10.0.3.10,20025,80,1,66,17548,64,3802482059,0,26,0.052
18:45:36.700,10.0.2.182,10.0.3.10,19497,80,18,53,15928,64,1876294485,0,13,0.044
18:45:36.795,10.0.2.190,10.0.3.10,5567,80,2,63,2755,64,539909728,0,23,0.095
18:45:36.840,10.0.2.182,10.0.3.10,18510,80,24,88,24201,64,3383513604,0,48,0.045
18:45:36.892,10.0.2.248,10.0.3.10,26825,80,18,93,9970,64,3938434141,0,53,0.052
